competition_auction_id
13410520132.0
13249301133.0
12426928303.0
13295894660.0
14076247503.0
""
""
12637099054.0
13670501747.0
12426928303.0
13295894660.0
13555959300.0
10707655475.0
13383944766.0
11706405067.0
10689160471.0
14053040800.0
13596492754.0
13576332691.0
13560228517.0
13492903249.0
13580434277.0
12858825498.0
13560023775.0
11165112060.0
10938533146.0
12590917762.0
13634745330.0
12590850682.0
12590157614.0
12168635794.0
12620321635.0
9595651035.0
12620690289.0
12455870069.0
13998471329.0
10735855831.0
13394570712.0
13704196830.0
9864735649.0
13608168979.0
13279638070.0
12733540988.0
12397472892.0
13746873256.0
13074728271.0
12963087389.0
12361221485.0
12721320783.0
13580625149.0
12906891941.0
13536629051.0
12826139774.0
13536630492.0
14108449284.0
13809877185.0
13844238353.0
13991397748.0
12305911896.0
13339176260.0
12373704984.0
13948620080.0
13169905252.0
12721187571.0
12771068979.0
13437178595.0
13922731802.0
13922731187.0
13428577081.0
12432629549.0
14023287637.0
13788316942.0
13418236820.0
14023286795.0
13437144548.0
13851206178.0
8541687203.0
6492560507.0
12383337972.0
12956278687.0
13570761889.0
13769855864.0
10739613946.0
14066287367.0
13335236945.0
13111332714.0
13270124945.0
14012799497.0
12462444728.0
13030410266.0
13923207647.0
14092802429.0
9350245993.0
12944748806.0
11418109597.0
10025325869.0
13057068651.0
13887611871.0
11256076878.0
11255984181.0
13674204339.0
12842974972.0
13211028599.0
13882504303.0
13757614153.0
12104614446.0
13947684507.0
11409549455.0
12597790251.0
12334267493.0
13272826319.0
12462132946.0
12575308568.0
13462495093.0
13011390252.0
9583345887.0
13724980092.0
12767401256.0
12641271924.0
12044324349.0
6895230923.0
13843160185.0
12515423826.0
11884184772.0
13597063650.0
12138585572.0
7480136034.0
13792140723.0
13187211781.0
13994651002.0
14125327320.0
13354033290.0
8433034465.0
9848818702.0
13171782805.0
12226102507.0
9591822489.0
14017205191.0
14086500227.0
13998886347.0
13179277501.0
7748511452.0
13775643407.0
11832683279.0
8486175297.0
13549062967.0
12602399159.0
11661108407.0
12463502299.0
""
12254751280.0
8444068961.0
11476779484.0
13156373266.0
11599075171.0
12488131227.0
12058099253.0
10466968045.0
12167929593.0
11770160444.0
12480163877.0
8444185152.0
12170918844.0
13102760630.0
13191862240.0
13115698824.0
13102761340.0
12962324786.0
12064255230.0
11232390207.0
11770126535.0
14052003111.0
12539687799.0
13894686738.0
9754605486.0
13421673645.0
13550734037.0
13868187195.0
13894686622.0
11232391058.0
13490243966.0
13191866107.0
13140059830.0
11232441330.0
11783604451.0
12645905424.0
9096514256.0
12348583158.0
13854596053.0
12643344604.0
14130139106.0
12827305962.0
14153954229.0
12957056203.0
12226368041.0
9393905434.0
13056852485.0
14069083596.0
13913817200.0
12488131759.0
13960492220.0
""
13056813118.0
10814428682.0
13076678190.0
9841808151.0
9751953215.0
13156373112.0
12484707836.0
11135559568.0
10818273615.0
13706840441.0
8670218237.0
14053026168.0
13771175121.0
9949019841.0
12888970969.0
9839114556.0
13369396925.0
12753146064.0
12422843309.0
11958274251.0
11120497863.0
13025330121.0
13724873639.0
12910471662.0
8679669965.0
13871896575.0
14036936263.0
13178113561.0
11955431877.0
12138583580.0
12968439637.0
12515001096.0
11835512874.0
12585530865.0
12968436252.0
12203975948.0
12480785348.0
12202515496.0
12001188159.0
8699472443.0
11974572172.0
11721389815.0
11936310684.0
13861052767.0
9221105857.0
12484273540.0
14044447223.0
9318766298.0
10639146873.0
12489186747.0
9549483192.0
10869215816.0
13040876362.0
12753335973.0
11858530566.0
12753358893.0
12753348703.0
12287216859.0
12732390781.0
10585929805.0
10585922930.0
10837788787.0
10837825187.0
10837830717.0
12373655925.0
10586750287.0
13664926906.0
12889048524.0
10587605941.0
11501770782.0
11501771137.0
12427444761.0
13151603959.0
12910475539.0
12682752744.0
12910475384.0
9753139595.0
11056444099.0
13777462510.0
12910475275.0
12205451522.0
13618743994.0
11814047662.0
9127901043.0
14138808955.0
13618553327.0
12154520018.0
13520755315.0
12873122453.0
13004169694.0
13629728384.0
13655949260.0
13688531170.0
13688516499.0
9128214911.0
10720290842.0
12853081861.0
9128225256.0
12853081640.0
8417734575.0
11135772387.0
11135790960.0
13956838914.0
12432136914.0
12931032403.0
13350064751.0
13354452277.0
13354541858.0
12330900116.0
13736983849.0
11590374814.0
